2,0,1.0,1
4,0,1.0,1
5,1,1.0,1
7,1,1.0,1
8,1,1.0,1
9,1,1.0,1
10,1,1.0,1
11,2,1.0,1
12,3,1.0,1
13,4,1.0,1
14,4,1.0,1
15,4,1.0,1
16,4,1.0,1
17,4,1.0,1
18,4,1.0,1
19,5,1.0,1
20,5,1.0,1
22,5,1.0,1
24,6,1.0,1
27,6,1.0,1
29,7,1.0,1
32,8,1.0,1
33,8,1.0,1
34,8,1.0,1
37,9,1.0,1
38,9,1.0,1
40,9,1.0,1
41,10,1.0,1
42,10,1.0,1
43,10,1.0,1
44,10,1.0,1
45,10,1.0,1
46,10,1.0,1
47,10,1.0,1
48,11,1.0,1
49,11,1.0,1
50,11,1.0,1
51,11,1.0,1
52,11,1.0,1
53,11,1.0,1
60,13,1.0,1
63,13,1.0,1
70,13,1.0,1
73,13,1.0,1
74,13,1.0,1
79,13,1.0,1
82,13,1.0,1
86,13,1.0,1
88,13,1.0,1
90,2,1.0,1
92,8,1.0,1
94,14,1.0,1
95,14,1.0,1
96,15,1.0,1
97,15,1.0,1
98,15,1.0,1
99,16,1.0,1
100,16,1.0,1
101,16,1.0,1
103,17,1.0,1
104,17,1.0,1
105,17,1.0,1
106,17,1.0,1
107,17,1.0,1
109,17,1.0,1
110,17,1.0,1
111,17,1.0,1
113,17,1.0,1
114,17,1.0,1
115,17,1.0,1
116,17,1.0,1
117,17,1.0,1
118,17,1.0,1
119,17,1.0,1
9,17,1.0,1
120,17,1.0,1
123,18,1.0,1
124,18,1.0,1
125,18,1.0,1
126,18,1.0,1
127,18,1.0,1
128,19,1.0,1
129,19,1.0,1
130,19,1.0,1
95,20,1.0,1
131,21,1.0,1
132,21,1.0,1
133,21,1.0,1
134,21,1.0,1
135,21,1.0,1
136,21,1.0,1
137,21,1.0,1
138,21,1.0,1
139,22,1.0,1
140,22,1.0,1
141,23,1.0,1
138,23,1.0,1
142,23,1.0,1
146,24,1.0,1
149,24,1.0,1
150,24,1.0,1
154,24,1.0,1
155,24,1.0,1
158,24,1.0,1
160,24,1.0,1
161,24,1.0,1
162,24,1.0,1
164,24,1.0,1
165,24,1.0,1
167,24,1.0,1
169,24,1.0,1
170,24,1.0,1
171,24,1.0,1
173,24,1.0,1
174,24,1.0,1
175,24,1.0,1
179,24,1.0,1
181,24,1.0,1
182,24,1.0,1
183,24,1.0,1
184,24,1.0,1
185,24,1.0,1
186,24,1.0,1
188,24,1.0,1
189,24,1.0,1
190,24,1.0,1
191,24,1.0,1
194,24,1.0,1
195,24,1.0,1
196,24,1.0,1
200,24,1.0,1
203,24,1.0,1
204,24,1.0,1
205,24,1.0,1
206,24,1.0,1
207,24,1.0,1
208,24,1.0,1
209,24,1.0,1
210,24,1.0,1
211,24,1.0,1
212,24,1.0,1
213,24,1.0,1
214,24,1.0,1
217,24,1.0,1
219,24,1.0,1
220,24,1.0,1
221,24,1.0,1
222,24,1.0,1
223,24,1.0,1
224,24,1.0,1
225,24,1.0,1
226,24,1.0,1
227,24,1.0,1
228,24,1.0,1
229,24,1.0,1
89,24,1.0,1
230,24,1.0,1
231,24,1.0,1
232,24,1.0,1
234,24,1.0,1
235,24,1.0,1
236,24,1.0,1
237,24,1.0,1
238,24,1.0,1
239,24,1.0,1
242,24,1.0,1
243,24,1.0,1
244,24,1.0,1
246,24,1.0,1
247,24,1.0,1
248,24,1.0,1
251,24,1.0,1
252,24,1.0,1
253,24,1.0,1
254,24,1.0,1
255,24,1.0,1
256,24,1.0,1
257,24,1.0,1
258,24,1.0,1
260,24,1.0,1
262,24,1.0,1
263,24,1.0,1
264,24,1.0,1
265,24,1.0,1
266,24,1.0,1
267,24,1.0,1
269,24,1.0,1
270,24,1.0,1
271,24,1.0,1
272,24,1.0,1
273,24,1.0,1
274,24,1.0,1
275,24,1.0,1
276,24,1.0,1
278,24,1.0,1
280,24,1.0,1
281,24,1.0,1
282,24,1.0,1
283,24,1.0,1
284,24,1.0,1
285,24,1.0,1
286,24,1.0,1
287,24,1.0,1
288,24,1.0,1
48,24,1.0,1
289,24,1.0,1
290,24,1.0,1
112,24,1.0,1
291,24,1.0,1
292,24,1.0,1
293,24,1.0,1
295,24,1.0,1
296,24,1.0,1
297,24,1.0,1
298,24,1.0,1
299,24,1.0,1
300,25,1.0,1
301,25,1.0,1
302,25,1.0,1
303,25,1.0,1
304,25,1.0,1
305,25,1.0,1
306,25,1.0,1
307,25,1.0,1
308,25,1.0,1
309,25,1.0,1
310,25,1.0,1
311,25,1.0,1
312,25,1.0,1
313,25,1.0,1
314,26,1.0,1
315,26,1.0,1
316,27,1.0,1
317,28,1.0,1
318,28,1.0,1
319,28,1.0,1
320,29,1.0,1
126,30,1.0,1
321,30,1.0,1
322,30,1.0,1
323,31,1.0,1
326,32,1.0,1
328,32,1.0,1
329,32,1.0,1
331,32,1.0,1
332,32,1.0,1
333,32,1.0,1
334,33,1.0,1
337,33,1.0,1
339,33,1.0,1
340,33,1.0,1
342,33,1.0,1
343,33,1.0,1
344,33,1.0,1
345,33,1.0,1
291,33,1.0,1
346,33,1.0,1
347,33,1.0,1
348,33,1.0,1
349,33,1.0,1
350,34,1.0,1
351,34,1.0,1
352,34,1.0,1
353,34,1.0,1
334,34,1.0,1
355,35,1.0,1
356,35,1.0,1
358,35,1.0,1
359,35,1.0,1
360,35,1.0,1
361,35,1.0,1
362,35,1.0,1
363,35,1.0,1
130,35,1.0,1
364,35,1.0,1
365,35,1.0,1
366,35,1.0,1
367,35,1.0,1
368,35,1.0,1
369,35,1.0,1
370,36,1.0,1
371,36,1.0,1
372,36,1.0,1
373,36,1.0,1
374,37,1.0,1
375,37,1.0,1
376,37,1.0,1
378,37,1.0,1
379,37,1.0,1
380,37,1.0,1
381,37,1.0,1
382,37,1.0,1
383,37,1.0,1
384,37,1.0,1
385,37,1.0,1
386,37,1.0,1
387,37,1.0,1
388,37,1.0,1
389,37,1.0,1
390,37,1.0,1
391,37,1.0,1
95,37,1.0,1
392,37,1.0,1
393,37,1.0,1
394,37,1.0,1
395,38,1.0,1
396,38,1.0,1
398,39,1.0,1
399,39,1.0,1
334,39,1.0,1
400,39,1.0,1
401,39,1.0,1
402,39,1.0,1
403,39,1.0,1
79,39,1.0,1
404,39,1.0,1
405,39,1.0,1
391,39,1.0,1
406,39,1.0,1
407,39,1.0,1
408,39,1.0,1
400,39,1.0,1
392,39,1.0,1
409,39,1.0,1
410,39,1.0,1
411,39,1.0,1
374,39,1.0,1
412,39,1.0,1
413,39,1.0,1
414,39,1.0,1
415,39,1.0,1
416,39,1.0,1
417,40,1.0,1
418,40,1.0,1
419,41,1.0,1
420,42,1.0,1
421,42,1.0,1
422,42,1.0,1
423,42,1.0,1
425,43,1.0,1
426,43,1.0,1
427,43,1.0,1
429,43,1.0,1
432,44,1.0,1
433,43,1.0,1
434,44,1.0,1
435,43,1.0,1
436,43,1.0,1
294,44,1.0,1
438,43,1.0,1
439,43,1.0,1
440,43,1.0,1
441,43,1.0,1
442,43,1.0,1
443,43,1.0,1
445,43,1.0,1
110,43,1.0,1
447,43,1.0,1
448,43,1.0,1
449,43,1.0,1
450,43,1.0,1
451,43,1.0,1
453,43,1.0,1
454,43,1.0,1
455,43,1.0,1
294,43,1.0,1
456,43,1.0,1
457,43,1.0,1
458,43,1.0,1
459,43,1.0,1
460,43,1.0,1
461,45,1.0,1
419,41,1.0,1
420,42,1.0,1
421,42,1.0,1
422,42,1.0,1
423,42,1.0,1
424,43,1.0,1
425,43,1.0,1
426,43,1.0,1
427,43,1.0,1
428,43,1.0,1
429,43,1.0,1
430,44,1.0,1
431,43,1.0,1
432,44,1.0,1
433,43,1.0,1
434,44,1.0,1
435,43,1.0,1
436,43,1.0,1
294,44,1.0,1
437,43,1.0,1
438,43,1.0,1
439,43,1.0,1
440,43,1.0,1
441,43,1.0,1
442,43,1.0,1
443,43,1.0,1
444,43,1.0,1
445,43,1.0,1
